guest_name,email,country,prima_visita,cibo_preferito
  Omar Lefevre  ,omar.lefevre234@icloud.com,France,2025-02-11,vegana
ahmed muller,ahmed.muller493@yahoo.com,Netherlands,2026-06-23,pesce
  Arjun Colombo  ,arjun.colombo384@icloud.com,Netherlands,2026-08-23,halal
ANNA SMITH,anna.smith752@yahoo.com,UAE,2025-08-24,halal
Ahmed Bruno,ahmed.bruno11@yahoo.com,Italy,2026-08-07,vegana
Lopez Giulia,giulia.lopez394@outlook.com,Spain,2026-09-08,internazionale
dmitri esposito,dmitri.esposito567@icloud.com,Italy,2025-09-03,internazionale
Simone Wagner,simone.wagner156@gmail.com,Germany,2026-03-12,vegana
SARA AL-FARSI,sara.al-farsi628@icloud.com,UK,2025-12-23,halal
John Petrov,john.petrov373@gmail.com,Italy,2025-03-26,vegetariana
arjun al-farsi,arjun.al-farsi445@outlook.com,Spain,2024-10-06,vegetariana
Priya Patel,priya.patel262@icloud.com,Italy,2025-08-17,pesce
Isabella Romano,isabella.romano198@yahoo.com,Netherlands,2026-05-20,vegetariana
olivia marino,olivia.marino370@outlook.com,UAE,2025-06-14,halal
  Klaus Fischer  ,klaus.fischer97@outlook.com,UAE,2026-05-17,italiana
ERIK WEBER,erik.weber805@gmail.com,Switzerland,2025-12-29,halal
Sophie Garcia,sophie.garcia634@icloud.com,Japan,2026-02-09,vegetariana
  Marie Patel  ,marie.patel692@yahoo.com,USA,2025-05-19,italiana
Emma Tanaka,emma.tanaka647@yahoo.com,UAE,2025-08-26,vegetariana
Priya Lefevre,priya.lefevre538@icloud.com,Spain,2025-01-24,halal
erik rossi,erik.rossi212@gmail.com,Switzerland,2025-04-06,pesce
CAMILLE MARINO,camille.marino234@gmail.com,Germany,2024-11-22,senza glutine
Fischer Astrid,astrid.fischer739@gmail.com,Germany,2024-12-15,senza glutine
jean martinez,jean.martinez872@icloud.com,UK,2025-02-25,italiana
olivia garcia,olivia.garcia12@icloud.com,UK,2025-11-11,italiana
  Thomas Rossi  ,thomas.rossi832@yahoo.com,USA,2025-08-11,pesce
  Giorgia Sokolov  ,giorgia.sokolov225@icloud.com,UAE,2025-04-28,vegetariana
  Omar Kumar  ,omar.kumar734@gmail.com,UK,2026-07-02,internazionale
paolo rossi,paolo.rossi37@yahoo.com,France,2025-09-22,internazionale
WILLIAM FERRARI,william.ferrari499@gmail.com,UAE,2026-08-02,senza glutine
ANNA KOBAYASHI,anna.kobayashi951@icloud.com,Germany,2025-12-19,vegana
Francesco Singh,francesco.singh362@yahoo.com,Switzerland,2024-09-17,senza glutine
  Isabella Martinez  ,isabella.martinez651@outlook.com,Netherlands,2026-07-28,halal
  Henri Lopez  ,henri.lopez166@yahoo.com,Netherlands,2026-06-30,vegetariana
Patricia Moreau,patricia.moreau739@icloud.com,France,2025-12-19,vegana
Patricia Andersen,patricia.andersen797@outlook.com,France,2025-09-27,pesce
PRIYA KUMAR,priya.kumar335@yahoo.com,USA,2025-08-17,pesce
Arjun Bruno,arjun.bruno943@yahoo.com,Netherlands,2025-09-01,internazionale
LUCA MARINO,luca.marino884@gmail.com,Netherlands,2026-04-30,halal
Olga Al-Farsi,olga.al-farsi41@outlook.com,UK,2025-09-16,pesce
NIKOLAI GARCIA,nikolai.garcia777@yahoo.com,France,2025-01-18,vegana
ALESSANDRO MEYER,alessandro.meyer973@outlook.com,Netherlands,2024-10-18,internazionale
Erik Andersen,erik.andersen924@icloud.com,Italy,2024-12-15,kosher
  Alessandro Ibrahim  ,alessandro.ibrahim189@icloud.com,Spain,2025-04-11,senza glutine
patricia muller,patricia.muller67@outlook.com,USA,2025-07-06,vegana
Diego Colombo,diego.colombo82@gmail.com,UK,2026-07-18,kosher
matteo ferrari,matteo.ferrari315@outlook.com,Germany,2025-03-28,senza glutine
OLIVIA SILVA,olivia.silva299@outlook.com,USA,2025-06-12,senza glutine
diego girard,diego.girard680@outlook.com,UAE,2025-03-11,vegana
Thomas Moreau,thomas.moreau640@yahoo.com,Netherlands,2025-10-04,senza glutine
Andersen David,david.andersen981@gmail.com,Germany,2025-12-10,kosher
  Aiko Al-Rashid  ,aiko.al-rashid895@gmail.com,Switzerland,2025-09-26,vegana
  Dmitri Sharma  ,dmitri.sharma220@yahoo.com,Japan,2026-08-16,vegana
  Arjun Kaczmarek  ,arjun.kaczmarek519@icloud.com,France,2026-09-07,vegana
paolo watanabe,paolo.watanabe316@icloud.com,France,2026-06-20,kosher
EMMA POPOV,emma.popov631@gmail.com,UAE,2026-06-04,vegetariana
HENRI GRECO,henri.greco262@outlook.com,Japan,2025-07-05,pesce
Patricia Watanabe,patricia.watanabe568@yahoo.com,Germany,2025-11-11,vegetariana
Giulia Al-Rashid,giulia.al-rashid307@gmail.com,Netherlands,2025-06-27,pesce
robert garcia,robert.garcia405@yahoo.com,UAE,2026-05-17,internazionale
maria ivanov,maria.ivanov551@icloud.com,Spain,2025-01-14,vegetariana
Meyer Aiko,aiko.meyer160@outlook.com,Spain,2025-03-04,halal
ARJUN PARK,arjun.park702@yahoo.com,France,2024-09-29,vegana
  Olivia Meyer  ,olivia.meyer184@yahoo.com,Germany,2025-12-06,italiana
  Astrid Kumar  ,astrid.kumar966@icloud.com,Japan,2026-02-01,internazionale
amelia kim,amelia.kim240@yahoo.com,UAE,2024-09-11,vegana
SIMONE RICCI,simone.ricci282@outlook.com,Spain,2025-09-15,senza glutine
Andrea Kowalski,andrea.kowalski960@icloud.com,Spain,2025-07-10,vegana
NIKOLAI MOREAU,nikolai.moreau224@gmail.com,Switzerland,2026-05-26,pesce
DMITRI HASSAN,dmitri.hassan114@icloud.com,Netherlands,2024-09-29,senza glutine
ananya al-farsi,ananya.al-farsi667@outlook.com,UK,2024-10-08,vegana
Youssef Muller,youssef.muller416@icloud.com,Germany,2025-12-12,internazionale
John Ivanov,john.ivanov982@icloud.com,Italy,2025-11-24,italiana
  Lucia Ricci  ,lucia.ricci628@icloud.com,Spain,2026-06-17,halal
  Astrid Kobayashi  ,astrid.kobayashi150@yahoo.com,UAE,2025-11-25,vegana
  John Ferrari  ,john.ferrari776@gmail.com,UK,2026-08-15,pesce
CARLOS KACZMAREK,carlos.kaczmarek938@gmail.com,USA,2025-06-09,italiana
chiara ferrari,chiara.ferrari152@icloud.com,Spain,2025-07-21,senza glutine
arjun leroy,arjun.leroy701@yahoo.com,Netherlands,2026-08-29,senza glutine
  Carlos Dubois  ,carlos.dubois993@outlook.com,UAE,2024-12-05,pesce
Kaczmarek Omar,omar.kaczmarek671@outlook.com,Spain,2026-05-30,internazionale
Charlotte Kowalski,charlotte.kowalski289@icloud.com,UAE,2024-09-15,pesce
  Yuki Lopez  ,yuki.lopez136@icloud.com,UAE,2025-09-03,internazionale
Ibrahim Camille,camille.ibrahim832@yahoo.com,France,2024-12-28,vegetariana
Luca Bianchi,luca.bianchi79@gmail.com,UAE,2025-12-01,kosher
henri chen,henri.chen164@yahoo.com,Germany,2026-06-01,pesce
  Sara Schmidt  ,sara.schmidt790@icloud.com,Netherlands,2024-09-26,senza glutine
Priya Ibrahim,priya.ibrahim947@icloud.com,USA,2025-01-05,senza glutine
  Layla Patel  ,layla.patel108@icloud.com,France,2025-06-23,senza glutine
Ananya Ferreira,ananya.ferreira413@gmail.com,Spain,2025-04-16,internazionale
  Erik Schmidt  ,erik.schmidt157@gmail.com,Italy,2025-07-13,halal
Sara Petrov,sara.petrov435@yahoo.com,Germany,2026-08-16,vegetariana
MARCO YAMAMOTO,marco.yamamoto541@gmail.com,Japan,2024-12-02,halal
Arjun Silva,arjun.silva305@yahoo.com,Netherlands,2025-08-02,halal
ERIK CONTI,erik.conti8@gmail.com,Netherlands,2025-08-19,halal
JAMES FERRARI,james.ferrari322@yahoo.com,Switzerland,2025-05-13,internazionale
OLGA KIM,olga.kim749@outlook.com,Spain,2025-05-11,italiana
  Carlos Silva  ,carlos.silva33@icloud.com,Germany,2026-03-02,halal
james nilsson,james.nilsson286@outlook.com,Italy,2025-12-11,halal
THOMAS IVANOV,thomas.ivanov359@gmail.com,UK,2026-06-08,vegetariana
Fernandez Sophie,sophie.fernandez789@gmail.com,UK,2025-07-24,pesce
  Sophie Girard  ,sophie.girard38@gmail.com,Switzerland,2025-12-05,pesce
klaus dubois,klaus.dubois130@gmail.com,Spain,2026-07-18,internazionale
  Simone Singh  ,simone.singh607@icloud.com,Italy,2026-06-27,internazionale
Henri Colombo,henri.colombo752@gmail.com,Switzerland,2026-08-01,kosher
Thomas Kaczmarek,thomas.kaczmarek603@gmail.com,Japan,2025-04-30,kosher
  Andrea Andersen  ,andrea.andersen10@yahoo.com,Switzerland,2026-09-02,senza glutine
Simone Greco,simone.greco45@gmail.com,UAE,2026-06-10,kosher
Fatima Greco,fatima.greco419@icloud.com,Netherlands,2026-05-29,internazionale
fatima park,fatima.park580@icloud.com,Japan,2026-01-09,halal
LAYLA MARTINEZ,layla.martinez978@gmail.com,Japan,2026-09-01,internazionale
AMELIA ESPOSITO,amelia.esposito819@outlook.com,Spain,2025-08-11,pesce
Dubois Fatima,fatima.dubois387@gmail.com,USA,2026-03-31,halal
Erik Sharma,erik.sharma715@yahoo.com,Spain,2026-02-12,senza glutine
ISABELLA GARCIA,isabella.garcia661@outlook.com,Spain,2026-03-21,pesce
  Laura Lefevre  ,laura.lefevre854@yahoo.com,UAE,2026-04-11,halal
GIORGIA SINGH,giorgia.singh790@outlook.com,Switzerland,2025-02-03,pesce
  James Conti  ,james.conti65@yahoo.com,UK,2025-06-26,pesce
Ahmed Meyer,ahmed.meyer110@yahoo.com,Switzerland,2025-07-18,italiana
Giorgia Al-Rashid,giorgia.al-rashid634@gmail.com,Germany,2026-04-07,pesce
Andrea Silva,andrea.silva389@icloud.com,Italy,2026-03-03,senza glutine
  Pierre Girard  ,pierre.girard734@gmail.com,Netherlands,2026-06-18,internazionale
Ibrahim Diego,diego.ibrahim945@icloud.com,Germany,2026-05-22,pesce
Arjun Nilsson,arjun.nilsson744@gmail.com,UK,2025-11-29,internazionale
Smith Luca,luca.smith792@outlook.com,Spain,2024-12-22,internazionale
Elena Lopez,elena.lopez46@outlook.com,Netherlands,2025-12-19,italiana
SOPHIE MARINO,sophie.marino108@outlook.com,Netherlands,2026-07-15,internazionale
PIERRE FERREIRA,pierre.ferreira148@outlook.com,Netherlands,2025-12-23,vegetariana
PIERRE PARK,pierre.park575@outlook.com,UAE,2026-07-19,kosher
Chiara Al-Farsi,chiara.al-farsi832@gmail.com,UK,2026-09-09,internazionale
INGRID AL-FARSI,ingrid.al-farsi419@yahoo.com,Japan,2025-07-01,senza glutine
Camille Popov,camille.popov100@icloud.com,Spain,2026-03-11,halal
  Pierre Dubois  ,pierre.dubois300@outlook.com,USA,2025-09-29,italiana
Conti David,david.conti170@outlook.com,Netherlands,2025-08-18,vegetariana
Elena Leroy,elena.leroy507@yahoo.com,USA,2025-03-29,halal
matteo yamamoto,matteo.yamamoto94@icloud.com,UAE,2025-04-05,senza glutine
LAYLA BIANCHI,layla.bianchi767@outlook.com,Netherlands,2025-01-28,italiana
Patel Ingrid,ingrid.patel30@yahoo.com,Netherlands,2025-12-17,italiana
Jean Rossi,jean.rossi777@icloud.com,UK,2024-12-23,kosher
PRIYA AL-FARSI,priya.al-farsi756@gmail.com,Spain,2025-08-06,internazionale
YUKI IBRAHIM,yuki.ibrahim13@yahoo.com,Japan,2025-09-21,kosher
Ahmed Garcia,ahmed.garcia770@outlook.com,France,2025-08-10,vegetariana
DMITRI WATANABE,dmitri.watanabe89@yahoo.com,Netherlands,2026-06-29,italiana
DMITRI IBRAHIM,dmitri.ibrahim702@yahoo.com,Germany,2025-08-12,vegetariana
Robert Lopez,robert.lopez284@yahoo.com,France,2024-11-14,kosher
James Nakamura,james.nakamura370@gmail.com,Italy,2026-09-06,pesce
alessandro petrov,alessandro.petrov408@yahoo.com,UK,2026-06-24,vegetariana
Astrid Martinez,astrid.martinez213@yahoo.com,USA,2026-01-01,internazionale
Emma Bianchi,emma.bianchi922@outlook.com,Switzerland,2026-04-16,kosher
PAOLO BRUNO,paolo.bruno210@yahoo.com,USA,2024-12-16,internazionale
  Sara Nilsson  ,sara.nilsson742@gmail.com,Germany,2026-04-27,italiana
James Suzuki,james.suzuki13@gmail.com,UAE,2025-02-22,halal
Kumar Alessandro,alessandro.kumar409@icloud.com,UAE,2025-09-04,kosher
  Robert Schmidt  ,robert.schmidt739@gmail.com,Switzerland,2025-01-20,vegana
aiko schmidt,aiko.schmidt641@icloud.com,Germany,2026-04-14,internazionale
ANNA FERREIRA,anna.ferreira832@gmail.com,UK,2025-04-05,halal
Esposito Silvia,silvia.esposito25@gmail.com,Spain,2025-04-13,vegetariana
JAMES WEBER,james.weber701@icloud.com,UK,2024-12-06,pesce
Isabella Bruno,isabella.bruno428@outlook.com,USA,2026-03-08,vegana
AHMED YAMAMOTO,ahmed.yamamoto894@icloud.com,Spain,2025-05-30,italiana
GIULIA SUZUKI,giulia.suzuki307@icloud.com,Switzerland,2025-09-19,senza glutine
EKATERINA KOWALSKI,ekaterina.kowalski311@gmail.com,USA,2025-06-18,pesce
Ananya Popov,ananya.popov416@yahoo.com,France,2026-05-07,vegetariana
  Francesco Dubois  ,francesco.dubois886@outlook.com,France,2025-03-15,internazionale
alessandro popov,alessandro.popov542@yahoo.com,France,2026-08-11,internazionale
  Astrid Schmidt  ,astrid.schmidt192@icloud.com,UK,2025-06-12,pesce
  Omar Sokolov  ,omar.sokolov388@outlook.com,Japan,2024-12-04,pesce
Kenji Martinez,kenji.martinez127@yahoo.com,France,2025-03-30,italiana
kenji colombo,kenji.colombo839@outlook.com,Switzerland,2024-11-04,vegetariana
PAOLO AL-FARSI,paolo.al-farsi339@outlook.com,Germany,2025-08-25,halal
Paolo Kaczmarek,paolo.kaczmarek311@yahoo.com,Switzerland,2025-04-10,pesce
  Patricia Nakamura  ,patricia.nakamura585@yahoo.com,Italy,2026-07-15,internazionale
  Paolo Colombo  ,paolo.colombo114@outlook.com,USA,2025-09-18,pesce
EKATERINA YAMAMOTO,ekaterina.yamamoto72@yahoo.com,UK,2025-03-22,italiana
Aiko Ibrahim,aiko.ibrahim4@yahoo.com,Japan,2025-08-16,vegana
Carlos Novak,carlos.novak720@icloud.com,Spain,2025-02-09,halal
priya sharma,priya.sharma884@icloud.com,UK,2025-01-21,vegana
YUKI FERREIRA,yuki.ferreira615@gmail.com,Japan,2025-06-02,vegana
LAYLA GARCIA,layla.garcia520@icloud.com,Japan,2024-12-06,halal
patricia ibrahim,patricia.ibrahim975@icloud.com,France,2025-02-01,vegetariana
  Paolo Weber  ,paolo.weber299@yahoo.com,Spain,2026-08-10,halal
valentina girard,valentina.girard683@yahoo.com,Netherlands,2026-01-08,internazionale
  Thomas Al-Farsi  ,thomas.al-farsi141@yahoo.com,USA,2026-08-01,internazionale
erik ferreira,erik.ferreira635@outlook.com,France,2025-04-17,italiana
MARIA HASSAN,maria.hassan293@icloud.com,Japan,2026-06-30,halal
Carlos Popov,carlos.popov925@icloud.com,Germany,2025-07-03,senza glutine
alessandro yamamoto,alessandro.yamamoto58@gmail.com,France,2024-12-24,senza glutine
Erik Watanabe,erik.watanabe16@icloud.com,Switzerland,2026-06-04,internazionale
  Luca Lopez  ,luca.lopez653@icloud.com,Germany,2024-10-20,senza glutine
AMELIA MARINO,amelia.marino308@yahoo.com,Switzerland,2025-07-24,kosher
  Youssef Meyer  ,youssef.meyer560@gmail.com,Switzerland,2026-06-11,halal
Erik Leroy,erik.leroy578@yahoo.com,Germany,2025-12-10,italiana
Priya Bruno,priya.bruno210@gmail.com,UK,2025-09-19,halal
jean yamamoto,jean.yamamoto446@yahoo.com,Spain,2025-06-29,kosher
PAOLO WAGNER,paolo.wagner650@icloud.com,France,2024-11-06,pesce
  William Greco  ,william.greco399@icloud.com,UK,2026-09-05,halal
JEAN IVANOV,jean.ivanov187@gmail.com,UAE,2025-01-17,kosher
patricia lefevre,patricia.lefevre678@outlook.com,Italy,2025-04-15,senza glutine
Ananya Yamamoto,ananya.yamamoto466@outlook.com,Netherlands,2025-03-25,kosher
Kobayashi Maria,maria.kobayashi774@gmail.com,Germany,2026-07-26,pesce
Hans Al-Rashid,hans.al-rashid621@yahoo.com,France,2026-04-24,italiana
  Sara Conti  ,sara.conti328@icloud.com,Netherlands,2025-08-19,halal
LAYLA WATANABE,layla.watanabe593@gmail.com,Netherlands,2026-08-18,vegetariana
DAVID MARTINEZ,david.martinez268@icloud.com,Switzerland,2024-10-12,vegetariana
Laura Fernandez,laura.fernandez502@gmail.com,USA,2026-07-18,halal
priya bianchi,priya.bianchi298@icloud.com,Switzerland,2024-10-21,internazionale
  Charlotte Schmidt  ,charlotte.schmidt702@yahoo.com,Italy,2025-07-17,halal
CAMILLE GARCIA,camille.garcia475@yahoo.com,Switzerland,2024-10-14,internazionale
lucia klein,lucia.klein354@icloud.com,France,2026-09-09,internazionale
PIERRE ANDERSEN,pierre.andersen577@yahoo.com,Italy,2026-07-29,pesce
EKATERINA MOREAU,ekaterina.moreau48@yahoo.com,Japan,2025-11-16,vegana
Andrea Ferrari,andrea.ferrari756@outlook.com,USA,2025-03-05,pesce
Anna Kaczmarek,anna.kaczmarek229@icloud.com,Spain,2025-05-09,pesce
Simone Muller,simone.muller791@gmail.com,Germany,2025-08-15,senza glutine
Ananya Romano,ananya.romano388@gmail.com,Switzerland,2025-06-13,kosher
  Kenji Ferrari  ,kenji.ferrari456@outlook.com,Italy,2024-09-20,senza glutine
john nakamura,john.nakamura806@icloud.com,Germany,2025-12-30,italiana
  Olga Petrov  ,olga.petrov830@gmail.com,Switzerland,2025-12-08,kosher
ANDREA MARTINEZ,andrea.martinez786@yahoo.com,USA,2026-07-24,kosher
Jean Suzuki,jean.suzuki694@icloud.com,Switzerland,2025-08-29,halal
Marie Bruno,marie.bruno769@gmail.com,France,2025-06-24,kosher
  Luca Kowalski  ,luca.kowalski116@yahoo.com,USA,2025-09-15,vegetariana
paolo weber,paolo.weber539@icloud.com,Spain,2025-02-08,pesce
ELENA MEYER,elena.meyer4@icloud.com,Spain,2025-12-14,vegana
ALESSANDRO SMITH,alessandro.smith628@yahoo.com,Italy,2026-05-01,vegetariana
priya lopez,priya.lopez144@icloud.com,Italy,2024-12-28,vegana
Jean Bruno,jean.bruno363@gmail.com,Netherlands,2025-06-11,italiana
EKATERINA FERRARI,ekaterina.ferrari855@icloud.com,UAE,2026-07-06,vegetariana
Chiara Ferreira,chiara.ferreira880@yahoo.com,UK,2025-09-12,internazionale
  Federica Al-Farsi  ,federica.al-farsi341@outlook.com,France,2025-09-25,vegana
youssef bernard,youssef.bernard600@gmail.com,France,2026-03-10,halal
NIKOLAI ESPOSITO,nikolai.esposito514@icloud.com,USA,2025-11-09,senza glutine
SIMONE WATANABE,simone.watanabe283@yahoo.com,UAE,2024-10-31,vegana
  Nikolai Ivanov  ,nikolai.ivanov295@icloud.com,Switzerland,2026-06-04,pesce
  Amelia Rossi  ,amelia.rossi10@yahoo.com,Japan,2026-08-02,halal
arjun patel,arjun.patel231@gmail.com,Netherlands,2024-10-13,vegana
henri sharma,henri.sharma27@gmail.com,UK,2024-12-12,vegana
ASTRID ROSSI,astrid.rossi244@outlook.com,UAE,2026-02-16,halal
chiara bianchi,chiara.bianchi491@outlook.com,USA,2025-12-04,vegetariana
Nikolai Kobayashi,nikolai.kobayashi53@icloud.com,Italy,2025-07-13,kosher
Fischer Patricia,patricia.fischer247@yahoo.com,Netherlands,2025-09-29,internazionale
PRIYA MEYER,priya.meyer729@outlook.com,Switzerland,2026-02-17,internazionale
Emma Kowalski,emma.kowalski425@gmail.com,Netherlands,2025-09-12,vegetariana
PIERRE FERNANDEZ,pierre.fernandez972@icloud.com,Italy,2024-12-22,internazionale
Hans Costa,hans.costa633@gmail.com,Spain,2024-11-21,italiana
  Carlos Leroy  ,carlos.leroy249@icloud.com,UAE,2025-08-10,italiana
Olga Kobayashi,olga.kobayashi144@outlook.com,Italy,2026-08-02,vegetariana
KENJI SMITH,kenji.smith571@gmail.com,France,2025-10-18,senza glutine
Jean Al-Rashid,jean.al-rashid969@icloud.com,Spain,2025-07-01,senza glutine
Maria Schmidt,maria.schmidt527@yahoo.com,Spain,2026-07-26,internazionale
MARCO SUZUKI,marco.suzuki905@yahoo.com,Netherlands,2025-07-16,internazionale
SOPHIE YAMAMOTO,sophie.yamamoto738@yahoo.com,USA,2025-09-14,vegana
Erik Nakamura,erik.nakamura356@yahoo.com,France,2024-12-10,kosher
henri girard,henri.girard571@yahoo.com,France,2026-03-27,kosher
Girard Elena,elena.girard801@gmail.com,USA,2026-02-14,internazionale
NIKOLAI NILSSON,nikolai.nilsson872@yahoo.com,UK,2026-05-28,senza glutine
ANANYA MEYER,ananya.meyer909@icloud.com,Spain,2025-06-14,senza glutine
Andrea Sharma,andrea.sharma436@gmail.com,Netherlands,2025-08-09,kosher
MARIA MOREAU,maria.moreau173@gmail.com,Switzerland,2025-01-10,pesce
NIKOLAI NOVAK,nikolai.novak459@outlook.com,Japan,2026-08-23,halal
INGRID NAKAMURA,ingrid.nakamura916@outlook.com,Spain,2024-11-18,internazionale
Thomas Andersen,thomas.andersen197@icloud.com,USA,2025-12-26,internazionale
marco kobayashi,marco.kobayashi720@icloud.com,Netherlands,2026-02-19,kosher
  Erik Ricci  ,erik.ricci505@outlook.com,UK,2024-12-30,halal
  Yuki Klein  ,yuki.klein205@yahoo.com,Japan,2025-07-04,italiana
giulia johnson,giulia.johnson634@outlook.com,France,2024-10-02,vegana
OMAR KLEIN,omar.klein9@gmail.com,UK,2025-10-16,vegana
anna romano,anna.romano109@outlook.com,USA,2026-09-07,vegana
ANNA AL-RASHID,anna.al-rashid300@gmail.com,Switzerland,2025-08-06,kosher
Pierre Watanabe,pierre.watanabe584@outlook.com,UK,2026-09-05,vegetariana
Ingrid Al-Rashid,ingrid.al-rashid237@outlook.com,Switzerland,2024-12-15,pesce
Andrea Klein,andrea.klein961@yahoo.com,Italy,2025-07-18,vegana
Olivia Petrov,olivia.petrov582@gmail.com,USA,2026-07-23,kosher
MARIE ROMANO,marie.romano357@outlook.com,France,2026-07-10,italiana
Federica Suzuki,federica.suzuki318@icloud.com,Netherlands,2025-06-14,internazionale
  Dmitri Sokolov  ,dmitri.sokolov830@yahoo.com,Japan,2026-01-21,pesce
Hans Fischer,hans.fischer62@outlook.com,Spain,2026-07-15,vegana
Ahmed Rossi,ahmed.rossi761@gmail.com,France,2026-04-28,senza glutine
sara al-rashid,sara.al-rashid359@icloud.com,UK,2025-12-16,internazionale
Moreau Camille,camille.moreau644@outlook.com,Netherlands,2024-12-28,vegetariana
federica schmidt,federica.schmidt35@yahoo.com,Japan,2024-11-03,senza glutine
Astrid Lopez,astrid.lopez867@gmail.com,France,2025-12-09,vegetariana
valentina andersen,valentina.andersen186@yahoo.com,UAE,2025-09-10,internazionale
nikolai romano,nikolai.romano860@gmail.com,Japan,2025-03-27,italiana
Olivia Novak,olivia.novak954@yahoo.com,UAE,2025-05-26,vegana
ISABELLA HASSAN,isabella.hassan383@yahoo.com,Spain,2025-07-18,vegetariana
  Isabella Andersen  ,isabella.andersen871@yahoo.com,Italy,2025-09-07,halal
  Charlotte Lopez  ,charlotte.lopez180@yahoo.com,Germany,2025-07-17,vegetariana
  Camille Greco  ,camille.greco642@yahoo.com,Japan,2025-07-15,senza glutine
ANNA RICCI,anna.ricci819@gmail.com,Spain,2024-12-09,senza glutine
FRANCESCO GRECO,francesco.greco620@icloud.com,France,2026-07-04,pesce
francesco meyer,francesco.meyer827@icloud.com,France,2025-12-06,vegana
  Giorgia Ferreira  ,giorgia.ferreira333@yahoo.com,USA,2024-12-25,italiana
Valentina Ivanov,valentina.ivanov923@yahoo.com,UK,2025-08-03,italiana
